Title,Price,Location,Rooms,Area,Floor
Отдельный дом · 3 комнаты · 130 м² · 8 сот.,10 000 000〒,14-я улица 68 — 25-я улица,3,130.0,1
Отдельный дом · 7 комнат · 138.9 м² · 6.61 сот.,28 000 000〒,3ий переулок Монке би 5,7,138.9,1
Отдельный дом · 7 комнат · 265 м² · 5 сот.,70 000 000〒,"Аль-Фарабийский р-н, Казыбек-би 108",7,265.0,1
Отдельный дом · 4 комнаты · 71 м² · 7.2 сот.,195 000 000〒,"Медеуский р-н, мкр Коктобе, Трофимова 19",4,71.0,1
Отдельный дом · 3 комнаты · 100 м² · 10 сот.,26 499 000〒,Қырбасов 78 — Қырбасов,3,100.0,1
Отдельный дом · 4 комнаты · 71.2 м² · 12 сот.,8 000 000〒,Гагарин 7,4,71.2,1
Отдельный дом · 4 комнаты · 100 м² · 8 сот.,12 000 000〒,Жастар 56,4,100.0,1
Отдельный дом · 5 комнат · 100 м² · 8 сот.,27 000 000〒,Шубаева 51 — Толеби,5,100.0,1
Отдельный дом · 5 комнат · 95 м² · 14 сот.,61 800 000〒,"Наурызбайский р-н, Жандосова 5 — Кали Надырова",5,95.0,1
Отдельный дом · 6 комнат · 286 м² · 10 сот.,78 000 000〒,Карачаганакская 53 — Акбулак  и Момышулы,6,286.0,1
Отдельный дом · 3 комнаты · 80 м² · 8 сот.,12 500 000〒,Ул.Гаджиева — Бабкина мельница,3,80.0,1
Отдельный дом · 1 комната · 50 м² · 4 сот.,12 500 000〒,Нуршайыков 37,1,50.0,1
Отдельный дом · 7 комнат · 220 м² · 20 сот.,55 000 000〒,"Алихана Бокейханова р-н, Менделеева 39/1",7,220.0,1
Отдельный дом · 5 комнат · 350 м² · 12.5 сот.,145 000 000〒,"Наурызбайский р-н, мкр Рахат — Култобе 4б",5,350.0,1
Отдельный дом · 3 комнаты · 51 м² · 6 сот.,16 500 000〒,"Енбекши, 29 км ул. Рубин 30",3,51.0,1
Отдельный дом · 4 комнаты · 180 м² · 10 сот.,27 000 000〒,Казиева 72 — Казиева,4,180.0,1
Отдельный дом · 4 комнаты · 162 м² · 8 сот.,57 000 000〒,"Каратауский р-н, Жайлы 18 — Жибек жолы",4,162.0,1
Дача · 4 комнаты · 120 м² · 100 сот.,25 000 000〒,Ыбырайым Ахун 72 — Кітапхана,4,120.0,1
Дача · 1 комната · 10 м² · 10 сот.,8 000 000〒,Дачный массив Бугорки,1,10.0,1
Дача · 3 комнаты · 70 м² · 8 сот.,19 000 000〒,"мкр Водник-1, Западная 9",3,70.0,1
Отдельный дом · 6 комнат · 217 м² · 7.5 сот.,69 000 000〒,"мкр Атырау, Станционная 8 — Ак босага",6,217.0,1
Отдельный дом · 4 комнаты · 70 м² · 6 сот.,6 000 000〒,Қаламқас 83а 83а,4,70.0,1
Отдельный дом · 8 комнат · 140 м² · 10 сот.,47 000 000〒,Құлыншақ-акын 35,8,140.0,1
Дача · 4 комнаты · 150 м² · 13 сот.,20 000 000〒,Джандосова 31 — Егемен Каламгер,4,150.0,1
Отдельный дом · 4 комнаты · 150 м² · 5 сот.,28 500 000〒,Квартл,4,150.0,1
Часть дома · 4 комнаты · 60 м² · 8 сот.,29 000 000〒,Юбилейная 19/1 — Новая,4,60.0,1
Отдельный дом · 4 комнаты · 100 м² · 5 сот.,15 000 000〒,"Ульбинский, Аграномическая, согра 28 — Заправка Гелиос",4,100.0,1
Отдельный дом · 5 комнат · 210 м² · 10 сот.,28 000 000〒,Саяхат-39 4 — Хайруллаев,5,210.0,1
Отдельный дом · 3 комнаты · 53.2 м² · 10 сот.,11 000 000〒,Аккум 31 — Бейбитшилик,3,53.2,1
Отдельный дом · 7 комнат · 220 м² · 15.5 сот.,65 000 000〒,Тилемиса 30,7,220.0,1
Отдельный дом · 19 комнат · 1200 м² · 10 сот.,450 000 000〒,"Абайский р-н, мкр Самал-2 — Рядом Дендропарк",19,1200.0,1
Отдельный дом · 4 комнаты · 137 м² · 7 сот.,26 000 000〒,"мкр. Курмыш, Щернияза 129 — Жуковского",4,137.0,1
Отдельный дом · 4 комнаты · 85.2 м² · 15 сот.,22 000 000〒,"Ахмирово, Мерей 42 — ДОМ+БИЗНЕС у дома (баня почасово)",4,85.2,1
Отдельный дом · 3 комнаты · 106 м² · 5 сот.,43 000 000〒,Коняхина 37,3,106.0,1
Отдельный дом · 5 комнат · 225 м² · 10 сот.,35 500 000〒,Еркинкала ул.5 2,5,225.0,1
Отдельный дом · 3 комнаты · 70 м² · 6 сот.,18 500 000〒,Шевченко 29 — Калихана Ыскака,3,70.0,1
Отдельный дом · 4 комнаты · 127 м² · 4 сот.,56 000 000〒,"Алатауский р-н, мкр Мадениет 16/1 — Шоған абыз",4,127.0,1
Отдельный дом · 5 комнат · 146 м² · 8 сот.,25 990 000〒,"Каратауский р-н, мкр Достык  — Тангышык-жигер",5,146.0,1
Отдельный дом · 6 комнат · 250 м² · 10 сот.,65 000 000〒,Рейша 11/15 — П. сатпаева,6,250.0,1
Отдельный дом · 4 комнаты · 199 м² · 6 сот.,110 000 000〒,"Медеуский р-н, Халиуллина 206/6 — Магнум по Талгарской трассе",4,199.0,1
Отдельный дом · 4 комнаты · 140 м² · 3 сот.,35 000 000〒,Некрасова 59 — Некрасова - Дулатова,4,140.0,1
Отдельный дом · 5 комнат · 180 м² · 8 сот.,59 000 000〒,"Абайский р-н, мкр Самал-3 4795",5,180.0,1
Отдельный дом · 7 комнат · 163 м² · 8800 сот.,35 000 000〒,Сорокина 47 — Церковь,7,163.0,1
Отдельный дом · 3 комнаты · 60 м² · 6 сот.,25 000 000〒,"мкр Жилгородок, улица Дусипова Сейдегали(бывшая Грозненская) 10",3,60.0,1
Дача · 3 комнаты · 77 м² · 10 сот.,25 000 000〒,"р-н Байконур, Кояндинский дачный массив",3,77.0,1
Отдельный дом · 3 комнаты · 80 м² · 6 сот.,7 900 000〒,Новая согра — Новая Согра,3,80.0,1
Отдельный дом · 2 комнаты · 58 м² · 3.2 сот.,50 000 000〒,"Бостандыкский р-н, мкр Ерменсай, Сандугаш 4",2,58.0,1
Отдельный дом · 4 комнаты · 140 м² · 15 сот.,8 500 000〒,Телман,4,140.0,1
Отдельный дом · 3 комнаты · 65 м² · 10 сот.,17 000 000〒,Сопочная 2 А — Телевышка,3,65.0,1
Отдельный дом · 8 комнат · 400 м² · 3.06 сот.,188 000 000〒,"Медеуский р-н, Татибекова 19 — Ахундова",8,400.0,1
Отдельный дом · 10 комнат · 500 м² · 16 сот.,290 000 000〒,"Медеуский р-н, мкр Алатау (ИЯФ) 35",10,500.0,1
Отдельный дом · 3 комнаты · 100 м² · 4 сот.,21 500 000〒,Новая — Возле Бамбарбии Кергуду по Ташкентский,3,100.0,1
Отдельный дом · 7 комнат · 350 м² · 10 сот.,90 000 000〒,Шакирова 5,7,350.0,1
Отдельный дом · 4 комнаты · 161.5 м² · 5 сот.,90 000 000〒,"Наурызбайский р-н, мкр Акжар — Толебекова",4,161.5,1
Отдельный дом · 4 комнаты · 176.5 м² · 812 сот.,50 000 000〒,"мкр Балауса, Тилеумашева 40 — Вдоль дороги, рядом супермаркет лидер",4,176.5,1
Отдельный дом · 7 комнат · 300 м² · 7 сот.,78 500 000〒,Талгарская 11 Б,7,300.0,1
Отдельный дом · 6 комнат · 340 м² · 15 сот.,130 000 000〒,"Каратауский р-н, 194 квартал 5555 — С зади заправки Дельта Ойл",6,340.0,1
Отдельный дом · 5 комнат · 309 м² · 8 сот.,120 000 000〒,"Медеуский р-н, мкр Алатау (ИЯФ)",5,309.0,1
Отдельный дом · 6 комнат · 157.2 м² · 10 сот.,46 000 000〒,ул *Маргулана конец *Батыс ауданы 8/17 — Марғұлан көшесінің аяқ жағында,6,157.2,1
Отдельный дом · 7 комнат · 360 м² ·,80 000 000〒,Озерная,7,360.0,1
Отдельный дом · 13 комнат · 415.9 м² · 9.7 сот.,184 000 000〒,"Наурызбайский р-н, мкр Курамыс, Kuramys microdistrict 22 — Уржар",13,415.9,1
Отдельный дом · 3 комнаты · 52 м² · 7 сот.,22 000 000〒,Кошеней 178,3,52.0,1
Отдельный дом · 10 комнат · 200 м² · 6 сот.,17 000 000〒,Атамекен 480,10,200.0,1
Отдельный дом · 2 комнаты · 52.5 м² · 4 сот.,16 000 000〒,Дулатова 176А,2,52.5,1
Часть дома · 2 комнаты · 60 м² · 5 сот.,18 000 000〒,Мик Южный Қоғалы 20,2,60.0,1
Отдельный дом · 6 комнат · 450 м² · 14 сот.,78 000 000〒,Жібек жолы 70 — По центральной улице,6,450.0,1
Часть дома · 4 комнаты · 106 м² · 2 сот.,53 000 000〒,"Нура р-н, КГ Уркер 12",4,106.0,1
Отдельный дом · 6 комнат · 143 м² · 6.5 сот.,21 000 000〒,Алтынсарина 3 — Ауэзова,6,143.0,1
Отдельный дом · 3 комнаты · 100 м² · 6 сот.,25 000 000〒,Мкр Школьный 454 — 2 линия,3,100.0,1
Отдельный дом · 4 комнаты · 112.9 м² · 6 сот.,70 000 000〒,"Алатауский р-н, мкр Ожет, Агайынды Кожаковтар 8 — Бекболата",4,112.9,1
Отдельный дом · 1 комната · 30 м² · 15 сот.,6 000 000〒,Ижс. 1 339 — Кенжеколь,1,30.0,1
Отдельный дом · 6 комнат · 229.3 м² · 10 сот.,34 000 000〒,Изумрудный 6,6,229.3,1
Отдельный дом · 5 комнат · 101 м² · 6 сот.,32 000 000〒,Бейбитшилик 6,5,101.0,1
Отдельный дом · 3 комнаты · 90 м² · 10 сот.,12 500 000〒,Орджоникидзе 23 — Между ленина и абая,3,90.0,1
Отдельный дом · 8 комнат · 290 м² · 8 сот.,98 000 000〒,Алтай 23 — Заезд с ул.Жайлау,8,290.0,1
Отдельный дом · 4 комнаты · 100 м² · 2.7 сот.,30 500 000〒,"Турксибский р-н, Филатова 41 — Крамского",4,100.0,1
Отдельный дом · 6 комнат · 202 м² · 5 сот.,57 000 000〒,Чехова 76 — Амангельды,6,202.0,1
Отдельный дом · 8 комнат · 345 м² · 14.43 сот.,103 500 000〒,Сухамбаева 142,8,345.0,1
Отдельный дом · 3 комнаты · 60 м² · 15 сот.,3 000 000〒,Кердищева 9,3,60.0,1
Отдельный дом · 4 комнаты · 150 м² · 9 сот.,65 000 000〒,Кашаубаева 103,4,150.0,1
Отдельный дом · 5 комнат · 110 м² · 10 сот.,35 000 000〒,Мырзабекулы 23,5,110.0,1
Отдельный дом · 8 комнат · 356 м² · 10 сот.,280 000 000〒,"Бостандыкский р-н, Аскарова — Саина",8,356.0,1
Отдельный дом · 5 комнат · 168 м² · 9 сот.,47 000 000〒,"мкр Балауса, Алаш Орда 41",5,168.0,1
Отдельный дом · 3 комнаты · 120 м² · 5 сот.,36 000 000〒,Ақтогай — Автопарк,3,120.0,1
Отдельный дом · 5 комнат · 260 м² · 5.2 сот.,240 000 000〒,"Бостандыкский р-н, мкр Нур Алатау, Мкр Нур Алатау Ерулик 8",5,260.0,1
Отдельный дом · 4 комнаты · 230 м² · 8 сот.,65 000 000〒,"мкр Самал, Проезд6 5",4,230.0,1
Отдельный дом · 4 комнаты · 110 м² · 5 сот.,17 500 000〒,Астана,4,110.0,1
Отдельный дом · 5 комнат · 130 м² · 7 сот.,22 000 000〒,Пушкина 109,5,130.0,1
Отдельный дом · 8 комнат · 510 м² · 17 сот.,250 000 000〒,Павлова,8,510.0,1
Отдельный дом · 3 комнаты · 106 м² · 6 сот.,22 000 000〒,Поселок железнодорожников 21,3,106.0,1
Часть дома · 3 комнаты · 80 м² · 7 сот.,7 000 000〒,Жибек жолы 308/2,3,80.0,1
Отдельный дом · 4 комнаты · 100 м² · 5.5 сот.,15 000 000〒,Бейбітшілік 92 — Номері 2мектеп,4,100.0,1
Отдельный дом · 5 комнат · 304 м² · 7 сот.,125 000 000〒,"Алатауский р-н, мкр Шапагат, Капчагайская 16",5,304.0,1
Отдельный дом · 4 комнаты · 150 м² · 12 сот.,16 500 000〒,СМП 615,4,150.0,1
Отдельный дом · 6 комнат · 220 м² · 8 сот.,85 000 000〒,"Каратауский р-н, мкр Нуртас 4407 — Поликлника Атамекен,ЖК Абат",6,220.0,1
Часть дома · 6 комнат · 221 м² · 8 сот.,23 000 000〒,"Туран р-н, Мкр Құрсай көше  Күмістікол",6,221.0,1
Часть дома · 2 комнаты · 40 м² · 3.5 сот.,13 000 000〒,Попова 10/2,2,40.0,1
Отдельный дом · 14 комнат · 400 м² · 12.3 сот.,95 000 000〒,Школьная 93 — Центральная,14,400.0,1
Отдельный дом · 3 комнаты · 71.5 м² · 4.91 сот.,55 000 000〒,Пер. Улугбека 4,3,71.5,1
Отдельный дом · 6 комнат · 400 м² · 10 сот.,470 000 000〒,"Бостандыкский р-н, мкр Нур Алатау, Роза Жоманова 105",6,400.0,1
Отдельный дом · 5 комнат · 140 м² · 7 сот.,23 000 000〒,Кудерина 25 — Кудерина,5,140.0,1
Дача · 3 комнаты · 65 м² · 8 сот.,14 000 000〒,Грушовая 143,3,65.0,1
Отдельный дом · 5 комнат · 120 м² · 14 сот.,41 000 000〒,Бабаева 26,5,120.0,1
Отдельный дом · 7 комнат · 308 м² · 10 сот.,97 000 000〒,"жилой массив Жанаконыс, Ынтымық 478",7,308.0,1
Часть дома · 4 комнаты · 150 м² · 15 сот.,9 000 000〒,Строительная 9 2 — Главный асфальтированый улица,4,150.0,1
Отдельный дом · 4 комнаты · 138 м² · 5 сот.,17 000 000〒,Напротив Бахар — Выше Ташкентской,4,138.0,1
Часть дома · 7 комнат · 275 м² · 7 сот.,130 000 000〒,Марат Оспанов 2,7,275.0,1
Часть дома · 3 комнаты · 51 м² · 10 сот.,4 800 000〒,2-я Нагорная 20-1 — В центре села,3,51.0,1
Часть дома · 1 комната · 100 м² · 10 сот.,18 000 000〒,Улан 4/2 — Центральный,1,100.0,1
Отдельный дом · 4 комнаты · 54.2 м² · 5 сот.,23 000 000〒,Славгородская — МДС,4,54.2,1
Отдельный дом · 4 комнаты · 80 м² · 4.55 сот.,34 800 000〒,"Турксибский р-н, Бейсебаева 15корпус1 — Земнухова",4,80.0,1
Отдельный дом · 3 комнаты · 74 м² · 10 сот.,10 500 000〒,"Алихана Бокейханова р-н, Пришахтинск, Павленко 73",3,74.0,1
Отдельный дом · 3 комнаты · 39 м² · 7.3 сот.,30 000 000〒,"Медеуский р-н, мкр Каменское плато 64",3,39.0,1
Отдельный дом · 4 комнаты · 100 м² · 10 сот.,10 000 000〒,Набережная 77 77,4,100.0,1
Отдельный дом · 4 комнаты · 160 м² · 10 сот.,39 500 000〒,"жилой массив Заречный-3, Киякты",4,160.0,1
Отдельный дом · 5 комнат · 200 м² · 10 сот.,42 000 000〒,Т. Рустемов 85 — Тараз,5,200.0,1
Отдельный дом · 5 комнат · 93 м² · 6 сот.,33 500 000〒,Архангельская 5,5,93.0,1
Отдельный дом · 12 комнат · 700 м² · 18.5 сот.,515 000 000〒,"Медеуский р-н, Каппарова 5",12,700.0,1
Отдельный дом · 10 комнат · 200 м² · 10 сот.,45 000 000〒,Кенесары 72,10,200.0,1
Отдельный дом · 6 комнат · 280 м² · 6.5 сот.,50 000 000〒,Актерек 70,6,280.0,1
Часть дома · 4 комнаты · 120 м² · 5 сот.,25 000 000〒,Шабалова 1б,4,120.0,1
Отдельный дом · 6 комнат · 320 м² · 8 сот.,46 000 000〒,"жилой массив Кирпичный, Березовая",6,320.0,1
Отдельный дом · 3 комнаты · 51.8 м² · 7.5 сот.,13 500 000〒,Шевченко 11/1,3,51.8,1
Отдельный дом · 2 комнаты · 45 м² · 7 сот.,11 000 000〒,Хариузовская,2,45.0,1
Отдельный дом · 4 комнаты · 63 м² · 6 сот.,45 000 000〒,3 пер Бульварный 17 — Петрова/Желтоксан,4,63.0,1
Отдельный дом · 5 комнат · 265 м² · 8 сот.,110 000 000〒,"Наурызбайский р-н, мкр Карагайлы, Ахметова 43",5,265.0,1
Отдельный дом · 4 комнаты · 156 м² · 10 сот.,25 000 000〒,"мкр Мирас, Ул.Карынбаева 35 — Сыпыра Жырау",4,156.0,1
Отдельный дом · 7 комнат · 220 м² · 8 сот.,130 000 000〒,"Алатауский р-н, мкр Айгерим-1, Зангар 1/1 — Пересечение с улицей Бокина",7,220.0,1
Отдельный дом · 7 комнат · 160 м² · 10 сот.,30 000 000〒,Султана Бейбарс (Островский) 62,7,160.0,1
Отдельный дом · 6 комнат · 200 м² · 60 сот.,21 700 000〒,Абдирова,6,200.0,1
Отдельный дом · 4 комнаты · 120 м² · 8 сот.,35 000 000〒,Қызылсай 35а — Алтын ауыл,4,120.0,1
Отдельный дом · 5 комнат · 108 м² · 10 сот.,23 000 000〒,"Хобда, Қобда 50 — Дербісалин",5,108.0,1
Отдельный дом · 4 комнаты · 150 м² · 10 сот.,35 000 000〒,Ж Кизатова 11р,4,150.0,1
Отдельный дом · 6 комнат · 308 м² · 8.2 сот.,155 000 000〒,"Медеуский р-н, мкр Каменское плато — СТ Аврора",6,308.0,1
Отдельный дом · 4 комнаты · 100 м² · 4.2 сот.,38 000 000〒,"Енбекшинский р-н, Мустафа Озтюрк 11 Б — Мечеть",4,100.0,1
Отдельный дом · 5 комнат · 160 м² · 10 сот.,16 100 000〒,Айдарбекова 23,5,160.0,1
Отдельный дом · 5 комнат · 123 м² · 8 сот.,40 000 000〒,"Каратауский р-н, мкр Нуртас, Т.Тайбекова 106а",5,123.0,1
Часть дома · 4 комнаты · 103.7 м² · 5 сот.,51 000 000〒,"Наурызбайский р-н, мкр Акжар, Мырзалиева 119",4,103.7,1
Отдельный дом · 6 комнат · 145 м² · 7 сот.,170 000 000〒,"Наурызбайский р-н, мкр Калкаман-2 — Выше Абая по Нурпеисова",6,145.0,1
Отдельный дом · 8 комнат · 110 м² · 14 сот.,30 000 000〒,Сатпаева 119,8,110.0,1
Отдельный дом · 6 комнат · 401 м² · 10 сот.,150 000 000〒,"Есильский р-н, Байтерек 4 — Мкр Уркер",6,401.0,1
Отдельный дом · 4 комнаты · 200 м² · 8 сот.,77 000 000〒,Фонтанная,4,200.0,1
Отдельный дом · 5 комнат · 187 м² · 8 сот.,75 000 000〒,"Алатауский р-н, мкр Рахат, Күрті 56",5,187.0,1
Отдельный дом · 4 комнаты · 270 м² · 9 сот.,135 000 000〒,"Наурызбайский р-н, мкр Акжар, СалыкЗиманова 135",4,270.0,1
Отдельный дом · 4 комнаты · 200 м² · 7 сот.,165 000 000〒,"Медеуский р-н, мкр Думан-2",4,200.0,1
Отдельный дом · 6 комнат · 450 м² · 11 сот.,170 000 000〒,"Жабай ата 1 — Самал -2 тұрғын ауданы , А.Байтұрсынов көшесіне жақын орналасқан",6,450.0,1
Отдельный дом · 5 комнат · 230 м² · 8 сот.,34 000 000〒,"Каратауский р-н, Байгеторы",5,230.0,1
Отдельный дом · 5 комнат · 140 м² · 16 сот.,76 000 000〒,Камбар батыр 70,5,140.0,1
Отдельный дом · 5 комнат · 220 м² · 10 сот.,60 000 000〒,Романтиков 9 — Сосновая Романтиков,5,220.0,1
Отдельный дом · 4 комнаты · 80 м² · 5.6 сот.,30 000 000〒,"мкр 8, М.оспанова 137 — Марата оспанова",4,80.0,1
Отдельный дом · 4 комнаты · 204 м² · 8 сот.,55 000 000〒,"Абайский р-н, мкр Самал-3",4,204.0,1
Отдельный дом · 5 комнат · 195 м² · 8 сот.,25 000 000〒,"Карасу, Эльнур тойхана — Карасу, Эльнур тойханасына карсы жакта 900 метр примерно",5,195.0,1
Отдельный дом · 7 комнат · 190 м² · 8 сот.,70 000 000〒,Микрорайон Көктем 2,7,190.0,1
Отдельный дом · 3 комнаты · 65 м² · 13 сот.,21 500 000〒,Джабаева 5,3,65.0,1
Отдельный дом · 5 комнат · 240 м² · 5 сот.,45 000 000〒,Бейбітшілік 201 — Астана,5,240.0,1
Дача · 2 комнаты · 60 м² · 6 сот.,5 000 000〒,"жилой массив Заречный-1, С/к Майский",2,60.0,1
Отдельный дом · 5 комнат · 180 м² · 6 сот.,99 000 000〒,"Наурызбайский р-н, мкр Акжар — Молдагалиева 102",5,180.0,1
Отдельный дом · 5 комнат · 370 м² · 10 сот.,360 000 000〒,"Абайский р-н, Тулпар коттеджный городок 111122",5,370.0,1
Отдельный дом · 5 комнат · 181 м² · 10 сот.,42 000 000〒,"СК Акжар-Плюс, Акжар плюс",5,181.0,1
Отдельный дом · 4 комнаты · 175 м² · 7 сот.,65 000 000〒,Гагарина 106,4,175.0,1
Отдельный дом · 7 комнат · 260 м² · 8 сот.,150 000 000〒,"Алатауский р-н, мкр Алгабас, Кыранкара 30",7,260.0,1
Отдельный дом · 3 комнаты · 96 м² · 5 сот.,33 000 000〒,Лебяжинская 52 — Амангельды - Катаева,3,96.0,1
Отдельный дом · 4 комнаты · 111 м² · 8.5 сот.,25 500 000〒,"село Ынтымак, Желтоксан 74 — Пересечение с Кабанбай батыра",4,111.0,1
Отдельный дом · 6 комнат · 224 м² · 10 сот.,11 000 000〒,Бекқұл баба 423 — Возле трасса,6,224.0,1
Отдельный дом · 4 комнаты · 276 м² · 12 сот.,35 000 000〒,Жайык 1д,4,276.0,1
Отдельный дом · 4 комнаты · 150 м² · 21 сот.,17 800 000〒,жилой массив Кызылжар 20 — ул. Центральная,4,150.0,1
Отдельный дом · 6 комнат · 200 м² · 6 сот.,52 000 000〒,3-й переулок Каллаур Акима 10 а — Р-н аквапарка “Зербулак”,6,200.0,1
Отдельный дом · 2 комнаты · 75 м² · 20 сот.,27 000 000〒,Ойсыл кара 31,2,75.0,1
Отдельный дом · 4 комнаты · 50 м² · 76 сот.,55 000 000〒,"Медеуский р-н, мкр Алатау (ИЯФ) — Бокейхана Жаханова",4,50.0,1
Часть дома · 2 комнаты · 51 м² · 10 сот.,7 300 000〒,Байтерек — Байтерек,2,51.0,1
Отдельный дом · 5 комнат · 300 м² · 8 сот.,55 000 000〒,Ғ.Мұратбаева 34 — Котеджный городок Балауса виладж,5,300.0,1
Отдельный дом · 5 комнат · 165 м² · 6 сот.,37 500 000〒,Кенесары хан 56 — Школа Монтесори,5,165.0,1
Отдельный дом · 3 комнаты · 50 м² · 5 сот.,40 000 000〒,Бирлык 4квартал 137 — Апорта,3,50.0,1
Дача · 7 комнат · 210 м² · 6 сот.,26 000 000〒,Баста Нуркас 105,7,210.0,1
Отдельный дом · 9 комнат · 420 м² · 10 сот.,120 000 000〒,"мкр Жастар, Шевченко",9,420.0,1
Отдельный дом · 4 комнаты · 120 м² · 8 сот.,60 000 000〒,Акмола 31,4,120.0,1
Часть дома · 3 комнаты · 41 м² · 5 сот.,5 000 000〒,Айтике би 146,3,41.0,1
Отдельный дом · 5 комнат · 198 м² · 8 сот.,67 000 000〒,"Каратауский р-н, Мкр Мирас (Пахтакор/194кв) ул.Биртилек. 2032 — Карабура-Биртилек.",5,198.0,1
Отдельный дом · 7 комнат · 233 м² · 11.5 сот.,115 000 000〒,Жанибек Хана 21,7,233.0,1
Отдельный дом · 6 комнат · 306.7 м² · 10 сот.,98 500 000〒,"Турксибский р-н, мкр Альмерек — Мангилик Ел",6,306.7,1
Часть дома · 4 комнаты · 134 м² · 14.5 сот.,35 000 000〒,Самал-1 142/4,4,134.0,1
Отдельный дом · 5 комнат · 250 м² · 11.2 сот.,350 000 000〒,"Есильский р-н, Парасат 26",5,250.0,1
Отдельный дом · 5 комнат · 190 м² · 6 сот.,80 000 000〒,Жайык — Возле садик Рабия  Ясина,5,190.0,1
Отдельный дом · 2 комнаты · 70 м² · 11.2 сот.,105 000 000〒,"Алатауский р-н, Ильяшева 5 — Мкр Аккент",2,70.0,1
Отдельный дом · 4 комнаты · 85 м² · 18 сот.,4 000 000〒,Богенбай батыра 13 — Байнассай,4,85.0,1
Отдельный дом · 4 комнаты · 138 м² · 4.1 сот.,70 000 000〒,"мкр Жилгородок, Айша-Биби 5/2",4,138.0,1
Отдельный дом · 4 комнаты · 95.8 м² · 6 сот.,25 000 000〒,"Аль-Фарабийский р-н, Жолшы  5а 5а — ЖдВокзал Жастык кошеси",4,95.8,1
Дача · 1 комната · 20 м² · 6 сот.,3 000 000〒,"С/т Вишенка, ул. Солнечная 38",1,20.0,1
Отдельный дом · 2 комнаты · 50 м² · 8 сот.,18 900 000〒,Весенняя — Верхняя каскеленская трасса 25 км,2,50.0,1
Отдельный дом · 4 комнаты · 115.1 м² · 9.1 сот.,32 000 000〒,Сәт Жылкышева 14А — Находится рядом главной трассы,4,115.1,1
Отдельный дом · 7 комнат · 215 м² · 6 сот.,83 000 000〒,"Абайский р-н, мкр 112 квартал 37",7,215.0,1
Отдельный дом · 8 комнат · 334 м² · 6.4 сот.,283 000 000〒,"Есильский р-н, ул. Е 914 5",8,334.0,1
Отдельный дом · 6 комнат · 320 м² · 8 сот.,99 900 000〒,Учётный квартал 273 55/33,6,320.0,1
Отдельный дом · 6 комнат · 130 м² · 4.5 сот.,40 000 000〒,Әйтеке бй 133 — Асыл арман  ж/k арты,6,130.0,1
Часть дома · 4 комнаты · 220 м² · 4 сот.,100 000 000〒,"Турксибский р-н, мкр Кайрат 25/1",4,220.0,1
Отдельный дом · 4 комнаты · 161.1 м² · 8.4 сот.,50 000 000〒,Алтынсарина 213,4,161.1,1
Часть дома · 11 комнат · 200 м² · 9 сот.,60 000 000〒,"Туран р-н, Микр Казгурт Талгар 58 — Ост Айгуль.Лесхоз.Магазин Ырыс Береке.",11,200.0,1
Отдельный дом · 5 комнат · 278 м² · 15 сот.,99 000 000〒,Мичурина 42,5,278.0,1
Отдельный дом · 14 комнат · 400 м² · 10 сот.,40 000 000〒,Байқоңыр 31 — Старой школы,14,400.0,1
Дача · 2 комнаты · 30 м² · 5.8 сот.,2 500 000〒,Каштан 84,2,30.0,1
Отдельный дом · 7 комнат · 320 м² · 10 сот.,130 000 000〒,улица Аскарова 22 — Абая-Аскарова,7,320.0,1
Отдельный дом · 4 комнаты · 100 м² · 6 сот.,39 000 000〒,Вагонник 7 — Самал 1,4,100.0,1
Часть дома · 6 комнат · 240 м² · 8 сот.,130 000 000〒,"Каратауский р-н, мкр Нуртас, Майтобе — Пересечение Кенжарык и Майтобе",6,240.0,1
Часть дома · 13 комнат · 765 м² · 11 сот.,150 000 000〒,"мкр Шанхай, Газиза жубанова 4",13,765.0,1
Отдельный дом · 5 комнат · 165 м² · 7 сот.,125 000 000〒,"Ауэзовский р-н, мкр Таугуль-3, Дауленова",5,165.0,1
Отдельный дом · 4 комнаты · 100 м² · 6 сот.,15 500 000〒,Момышулы 15/2,4,100.0,1
Отдельный дом · 5 комнат · 280 м² · 8 сот.,270 000 000〒,"Бостандыкский р-н, мкр Архат 6 А — Атамура",5,280.0,1
Отдельный дом · 3 комнаты · 82 м² · 3 сот.,44 500 000〒,"Турксибский р-н, Кызылординская 4",3,82.0,1
Отдельный дом · 5 комнат · 100 м² · 8 сот.,120 000 000〒,"Наурызбайский р-н, мкр Калкаман-2, Кыдырбекова 98 — Ниш",5,100.0,1
Отдельный дом · 7 комнат · 450 м² · 14 сот.,220 000 000〒,"Казыбек би р-н, мкр Новый Город, Кирпичная 50 — Возле шестнадцатый магазин",7,450.0,1
Отдельный дом · 7 комнат · 182 м² · 5.5 сот.,43 000 000〒,13 квартал Бирлик д 218,7,182.0,1
Отдельный дом · 5 комнат · 184 м² · 8.5 сот.,25 000 000〒,Құрманғазы 8,5,184.0,1
Дача · 4 комнаты · 100 м² · 6 сот.,27 000 000〒,"Каратауский р-н, Дачный массив Кайнар Булак, кл.Белая Ромашка 83 — Проезд через зеленый забор, или через полицию",4,100.0,1
Отдельный дом · 3 комнаты · 90.4 м² · 6 сот.,32 000 000〒,Алтайская 62/1 — Геринга Алтайская,3,90.4,1
